=== SHEET 1: INPUT_PARAMETERS ===
Cell,Variable_Name,Capability,Default_Value,Origin_Copybook,Type
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","H-LV-OUT-PAYMENT * (((B-CLAIM-NUM-DIALYSIS-SESSIONS) * 3) / 7)","((((B-TOT-PRICE-SB-OUTLIER / H-HEMO-EQUIV-DIAL-SESSIONS))  -  H-LV-OUT-PREDICTED-MAP)  * LOSS-SHARING-PCT-LT-18) * (((B-CLAIM-NUM-DIALYSIS-SESSIONS) * 3) / 7)","=((((B-TOT-PRICE-SB-OUTLIER / H-HEMO-EQUIV-DIAL-SESSIONS))  -  H-LV-OUT-PREDICTED-MAP)  * LOSS-SHARING-PCT-LT-18) * (((B-CLAIM-NUM-DIALYSIS-SESSIONS) * 3) / 7)","PODZIEL [((((B-TOT Cena SB OUTLIER] PRZEZ [H-HEMO EQUIV DIAL SESSIONS))  -  H-LV OUT PREDICTED MAP)  * LOSS SHARING PCT LT 18) * (((B-CLAIM Numer DIALYSIS SESSIONS) * 3) / 7)] -> ZAPISZ DO WYNIKU [H-LV OUT PAYMENT ROUNDED]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","17","17","=17","PRZYPISZ / USTAW WARTOŚĆ [17] DO POLA [PPS RTC]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","16","16","=16","PRZYPISZ / USTAW WARTOŚĆ [16] DO POLA [PPS RTC]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","15","15","=15","PRZYPISZ / USTAW WARTOŚĆ [15] DO POLA [PPS RTC]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","14","14","=14","PRZYPISZ / USTAW WARTOŚĆ [14] DO POLA [PPS RTC]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","24","24","=24","PRZYPISZ / USTAW WARTOŚĆ [24] DO POLA [PPS RTC]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","19","19","=19","PRZYPISZ / USTAW WARTOŚĆ [19] DO POLA [PPS RTC]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","29","29","=29","PRZYPISZ / USTAW WARTOŚĆ [29] DO POLA [PPS RTC]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","23","23","=23","PRZYPISZ / USTAW WARTOŚĆ [23] DO POLA [PPS RTC]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","18","18","=18","PRZYPISZ / USTAW WARTOŚĆ [18] DO POLA [PPS RTC]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","30","30","=30","PRZYPISZ / USTAW WARTOŚĆ [30] DO POLA [PPS RTC]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","28","28","=28","PRZYPISZ / USTAW WARTOŚĆ [28] DO POLA [PPS RTC]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","34","34","=34","PRZYPISZ / USTAW WARTOŚĆ [34] DO POLA [PPS RTC]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","35","35","=35","PRZYPISZ / USTAW WARTOŚĆ [35] DO POLA [PPS RTC]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","33","33","=33","PRZYPISZ / USTAW WARTOŚĆ [33] DO POLA [PPS RTC]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","07","07","=07","PRZYPISZ / USTAW WARTOŚĆ [07] DO POLA [PPS RTC]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","06","06","=06","PRZYPISZ / USTAW WARTOŚĆ [06] DO POLA [PPS RTC]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","09","09","=09","PRZYPISZ / USTAW WARTOŚĆ [09] DO POLA [PPS RTC]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","03","03","=03","PRZYPISZ / USTAW WARTOŚĆ [03] DO POLA [PPS RTC]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","26","26","=26","PRZYPISZ / USTAW WARTOŚĆ [26] DO POLA [PPS RTC]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","21","21","=21","PRZYPISZ / USTAW WARTOŚĆ [21] DO POLA [PPS RTC]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","12","12","=12","PRZYPISZ / USTAW WARTOŚĆ [12] DO POLA [PPS RTC]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","25","25","=25","PRZYPISZ / USTAW WARTOŚĆ [25] DO POLA [PPS RTC]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","20","20","=20","PRZYPISZ / USTAW WARTOŚĆ [20] DO POLA [PPS RTC]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","32","32","=32","PRZYPISZ / USTAW WARTOŚĆ [32] DO POLA [PPS RTC]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","10","10","=10","PRZYPISZ / USTAW WARTOŚĆ [10] DO POLA [PPS RTC]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","27","27","=27","PRZYPISZ / USTAW WARTOŚĆ [27] DO POLA [PPS RTC]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","22","22","=22","PRZYPISZ / USTAW WARTOŚĆ [22] DO POLA [PPS RTC]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","11","11","=11","PRZYPISZ / USTAW WARTOŚĆ [11] DO POLA [PPS RTC]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","08","08","=08","PRZYPISZ / USTAW WARTOŚĆ [08] DO POLA [PPS RTC]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","04","04","=04","PRZYPISZ / USTAW WARTOŚĆ [04] DO POLA [PPS RTC]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","05","05","=05","PRZYPISZ / USTAW WARTOŚĆ [05] DO POLA [PPS RTC]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","31","31","=31","PRZYPISZ / USTAW WARTOŚĆ [31] DO POLA [PPS RTC]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","02","02","=02","PRZYPISZ / USTAW WARTOŚĆ [02] DO POLA [PPS RTC]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","`H-COMORBID-DATA (1)` <- `COMORBID-DATA (1)`","H-COMORBID-DATA (1)","H-COMORBID-DATA (1)","=H-COMORBID-DATA (1)","PRZYPISZ / USTAW WARTOŚĆ [H-COMORBID DATA (1)] DO POLA [COMORBID DATA (1)]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","`H-COMORBID-DATA (2)` <- `COMORBID-DATA (2)`","H-COMORBID-DATA (2)","H-COMORBID-DATA (2)","=H-COMORBID-DATA (2)","PRZYPISZ / USTAW WARTOŚĆ [H-COMORBID DATA (2)] DO POLA [COMORBID DATA (2)]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","`H-COMORBID-DATA (3)` <- `COMORBID-DATA (3)`","H-COMORBID-DATA (3)","H-COMORBID-DATA (3)","=H-COMORBID-DATA (3)","PRZYPISZ / USTAW WARTOŚĆ [H-COMORBID DATA (3)] DO POLA [COMORBID DATA (3)]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","`H-COMORBID-DATA (4)` <- `COMORBID-DATA (4)`","H-COMORBID-DATA (4)","H-COMORBID-DATA (4)","=H-COMORBID-DATA (4)","PRZYPISZ / USTAW WARTOŚĆ [H-COMORBID DATA (4)] DO POLA [COMORBID DATA (4)]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","`H-COMORBID-DATA (5)` <- `COMORBID-DATA (5)`","H-COMORBID-DATA (5)","H-COMORBID-DATA (5)","=H-COMORBID-DATA (5)","PRZYPISZ / USTAW WARTOŚĆ [H-COMORBID DATA (5)] DO POLA [COMORBID DATA (5)]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","`H-COMORBID-DATA (6)` <- `COMORBID-DATA (6)`","H-COMORBID-DATA (6)","H-COMORBID-DATA (6)","=H-COMORBID-DATA (6)","PRZYPISZ / USTAW WARTOŚĆ [H-COMORBID DATA (6)] DO POLA [COMORBID DATA (6)]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","`H-COMORBID-CWF-CODE` <- `COMORBID-CWF-RETURN-CODE`","H-COMORBID-CWF-CODE","(COMORBID-CWF-RETURN-CODE)","=(COMORBID-CWF-RETURN-CODE)","PRZYPISZ / USTAW WARTOŚĆ [(COMORBID CWF RETURN Kod)] DO POLA [COMORBID CWF RETURN Kod]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","P-GEO-MSA","P-GEO-MSA","=P-GEO-MSA","PRZYPISZ / USTAW WARTOŚĆ [P-GEO MSA] DO POLA [PPS MSA]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","P-GEO-CBSA","P-GEO-CBSA","=P-GEO-CBSA","PRZYPISZ / USTAW WARTOŚĆ [P-GEO CBSA] DO POLA [PPS CBSA]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","H-WAGE-ADJ-PYMT-AMT","H-WAGE-ADJ-PYMT-AMT","=H-WAGE-ADJ-PYMT-AMT","PRZYPISZ / USTAW WARTOŚĆ [H-WAGE ADJ PYMT Kwota] DO POLA [PPS WAGE ADJ Stawka]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","B-COND-CODE","B-COND-CODE","=B-COND-CODE","PRZYPISZ / USTAW WARTOŚĆ [B-COND Kod] DO POLA [PPS COND Kod]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","B-REV-CODE","B-REV-CODE","=B-REV-CODE","PRZYPISZ / USTAW WARTOŚĆ [B-REV Kod] DO POLA [PPS REV Kod]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","H-BUN-BASE-WAGE-AMT","(((BUNDLED-BASE-PMT-RATE * BUN-NAT-LABOR-PCT) * BUN-CBSA-W-INDEX.) + H-BUN-NAT-NONLABOR-AMT.)","=(((BUNDLED-BASE-PMT-RATE * BUN-NAT-LABOR-PCT) * BUN-CBSA-W-INDEX.) + H-BUN-NAT-NONLABOR-AMT.)","PRZYPISZ / USTAW WARTOŚĆ [(((BUNDLED BASE PMT Stawka * BUN NAT LABOR PCT) * BUN CBSA W INDEX.) + H-BUN NAT NONLABOR Kwota.)] DO POLA [PPS 2011 WAGE ADJ Stawka]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","BUN-NAT-LABOR-PCT","BUN-NAT-LABOR-PCT","=BUN-NAT-LABOR-PCT","PRZYPISZ / USTAW WARTOŚĆ [BUN NAT LABOR PCT] DO POLA [PPS 2011 NAT LABOR PCT]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","BUN-NAT-NONLABOR-PCT","BUN-NAT-NONLABOR-PCT","=BUN-NAT-NONLABOR-PCT","PRZYPISZ / USTAW WARTOŚĆ [BUN NAT NONLABOR PCT] DO POLA [PPS 2011 NAT NONLABOR PCT]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","NAT-LABOR-PCT","NAT-LABOR-PCT","=NAT-LABOR-PCT","PRZYPISZ / USTAW WARTOŚĆ [NAT LABOR PCT] DO POLA [PPS NAT LABOR PCT]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","NAT-NONLABOR-PCT","NAT-NONLABOR-PCT","=NAT-NONLABOR-PCT","PRZYPISZ / USTAW WARTOŚĆ [NAT NONLABOR PCT] DO POLA [PPS NAT NONLABOR PCT]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","H-AGE-FACTOR","H-AGE-FACTOR","=H-AGE-FACTOR","PRZYPISZ / USTAW WARTOŚĆ [H-AGE FACTOR] DO POLA [PPS AGE FACTOR]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","H-BSA-FACTOR","H-BSA-FACTOR","=H-BSA-FACTOR","PRZYPISZ / USTAW WARTOŚĆ [H-BSA FACTOR] DO POLA [PPS BSA FACTOR]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","H-BMI-FACTOR","H-BMI-FACTOR","=H-BMI-FACTOR","PRZYPISZ / USTAW WARTOŚĆ [H-BMI FACTOR] DO POLA [PPS BMI FACTOR]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","CASE-MIX-BDGT-NEUT-FACTOR","CASE-MIX-BDGT-NEUT-FACTOR","=CASE-MIX-BDGT-NEUT-FACTOR","PRZYPISZ / USTAW WARTOŚĆ [CASE MIX BDGT NEUT FACTOR] DO POLA [PPS BDGT NEUT Stawka]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","`H-BUN-AGE-FACTOR` <- `EB-AGE-LT-13-HEMO-MODE`","H-BUN-AGE-FACTOR","(EB-AGE-LT-13-HEMO-MODE)","=(EB-AGE-LT-13-HEMO-MODE)","PRZYPISZ / USTAW WARTOŚĆ [(EB AGE LT 13 HEMO MODE)] DO POLA [PPS 2011 AGE FACTOR]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","`H-BUN-BSA-FACTOR` <- `1.000`","H-BUN-BSA-FACTOR","(CM-BSA ** ((H-BUN-BSA - BSA-NATIONAL-AVERAGE) / .1))","=(CM-BSA ^ ((H-BUN-BSA - BSA-NATIONAL-AVERAGE) / .1))","PRZYPISZ / USTAW WARTOŚĆ [(CM BSA ** ((H-BUN BSA - BSA NATIONAL AVERAGE) / .1))] DO POLA [PPS 2011 BSA FACTOR]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","`H-BUN-BMI-FACTOR` <- `CM-BMI-LT-18-5`","H-BUN-BMI-FACTOR","(CM-BMI-LT-18-5)","=(CM-BMI-LT-18-5)","PRZYPISZ / USTAW WARTOŚĆ [(CM BMI LT 18 5)] DO POLA [PPS 2011 BMI FACTOR]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","TRANSITION-BDGT-NEUT-FACTOR","TRANSITION-BDGT-NEUT-FACTOR","=TRANSITION-BDGT-NEUT-FACTOR","PRZYPISZ / USTAW WARTOŚĆ [TRANSITION BDGT NEUT FACTOR] DO POLA [PPS 2011 BDGT NEUT Stawka]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","H-OUT-PAYMENT / B-CLAIM-NUM-DIALYSIS-SESSIONS","(H-OUT-PAYMENT * (((B-CLAIM-NUM-DIALYSIS-SESSIONS) * 3) / 7)) / B-CLAIM-NUM-DIALYSIS-SESSIONS","=(H-OUT-PAYMENT * (((B-CLAIM-NUM-DIALYSIS-SESSIONS) * 3) / 7)) / B-CLAIM-NUM-DIALYSIS-SESSIONS","PODZIEL [(H-OUT PAYMENT * (((B-CLAIM Numer DIALYSIS SESSIONS) * 3)] PRZEZ [7)) / B-CLAIM Numer DIALYSIS SESSIONS] -> ZAPISZ DO WYNIKU [H-OUT PAYMENT ROUNDED]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","H-PYMT-AMT * COM-CBSA-BLEND-PCT","H-PYMT-AMT * COM-CBSA-BLEND-PCT","=H-PYMT-AMT * COM-CBSA-BLEND-PCT","POMNÓŻ [H-PYMT Kwota] PRZEZ [COM CBSA BLEND PCT] -> ZAPISZ DO WYNIKU [PPS 2011 BLEND COMP Stawka    ROUNDED]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","`H-PPS-FINAL-PAY-AMT` <- `H-BUN-BASE-WAGE-AMT`","H-PPS-FINAL-PAY-AMT * BUN-CBSA-BLEND-PCT","(H-PPS-FINAL-PAY-AMT + (B-PAYER-ONLY-VC-Q8 / B-CLAIM-NUM-DIALYSIS-SESSIONS.).) * BUN-CBSA-BLEND-PCT","=(H-PPS-FINAL-PAY-AMT + (B-PAYER-ONLY-VC-Q8 / B-CLAIM-NUM-DIALYSIS-SESSIONS.).) * BUN-CBSA-BLEND-PCT","PODZIEL [(H-PPS FINAL PAY Kwota + (B-PAYER ONLY VC Q8] PRZEZ [B-CLAIM Numer DIALYSIS SESSIONS.).) * BUN CBSA BLEND PCT] -> ZAPISZ DO WYNIKU [PPS 2011 BLEND PPS Stawka     ROUNDED]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","H-OUT-PAYMENT * BUN-CBSA-BLEND-PCT","(H-OUT-PAYMENT / B-CLAIM-NUM-DIALYSIS-SESSIONS) * BUN-CBSA-BLEND-PCT","=(H-OUT-PAYMENT / B-CLAIM-NUM-DIALYSIS-SESSIONS) * BUN-CBSA-BLEND-PCT","PODZIEL [(H-OUT PAYMENT] PRZEZ [B-CLAIM Numer DIALYSIS SESSIONS) * BUN CBSA BLEND PCT] -> ZAPISZ DO WYNIKU [PPS 2011 BLEND OUTLIER Stawka ROUNDED]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","H-PYMT-AMT","H-PYMT-AMT","=H-PYMT-AMT","PRZYPISZ / USTAW WARTOŚĆ [H-PYMT Kwota] DO POLA [PPS 2011 FULL COMP Stawka]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","`H-PPS-FINAL-PAY-AMT` <- `H-BUN-BASE-WAGE-AMT`","H-PPS-FINAL-PAY-AMT","(H-PPS-FINAL-PAY-AMT + (B-PAYER-ONLY-VC-Q8 / B-CLAIM-NUM-DIALYSIS-SESSIONS.).)","=(H-PPS-FINAL-PAY-AMT + (B-PAYER-ONLY-VC-Q8 / B-CLAIM-NUM-DIALYSIS-SESSIONS.).)","PRZYPISZ / USTAW WARTOŚĆ [(H-PPS FINAL PAY Kwota + (B-PAYER ONLY VC Q8 / B-CLAIM Numer DIALYSIS SESSIONS.).)] DO POLA [PPS 2011 FULL PPS Stawka PPS FINAL PAY Kwota]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","H-OUT-PAYMENT","(H-OUT-PAYMENT / B-CLAIM-NUM-DIALYSIS-SESSIONS)","=(H-OUT-PAYMENT / B-CLAIM-NUM-DIALYSIS-SESSIONS)","PRZYPISZ / USTAW WARTOŚĆ [(H-OUT PAYMENT / B-CLAIM Numer DIALYSIS SESSIONS)] DO POLA [PPS 2011 FULL OUTLIER Stawka]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","`H-TDAPA-PAYMENT` <- `(B-PAYER-ONLY-VC-Q8 [in BILLCPY], B-CLAIM-NUM-DIALYSIS-SESSIONS [in BILLCPY])`","H-TDAPA-PAYMENT","(B-PAYER-ONLY-VC-Q8 / B-CLAIM-NUM-DIALYSIS-SESSIONS.)","=(B-PAYER-ONLY-VC-Q8 / B-CLAIM-NUM-DIALYSIS-SESSIONS.)","PRZYPISZ / USTAW WARTOŚĆ [(B-PAYER ONLY VC Q8 / B-CLAIM Numer DIALYSIS SESSIONS.)] DO POLA [TDAPA RETURN]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","`QIP-REDUCTION` <- `1.000`","PPS-2011-BLEND-COMP-RATE * QIP-REDUCTION","(H-PYMT-AMT              *  COM-CBSA-BLEND-PCT) * (1.000)","=(H-PYMT-AMT              *  COM-CBSA-BLEND-PCT) * (1.000)","POMNÓŻ [(H-PYMT Kwota] PRZEZ [COM CBSA BLEND PCT) * (1.000)] -> ZAPISZ DO WYNIKU [PPS 2011 BLEND COMP Stawka    ROUNDED]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","`PPS-2011-FULL-COMP-RATE` <- `H-PYMT-AMT [in BILLCPY]`<br>`QIP-REDUCTION` <- `1.000`","PPS-2011-FULL-COMP-RATE * QIP-REDUCTION","(H-PYMT-AMT) * (1.000)","=(H-PYMT-AMT) * (1.000)","POMNÓŻ [(H-PYMT Kwota)] PRZEZ [(1.000)] -> ZAPISZ DO WYNIKU [PPS 2011 FULL COMP Stawka     ROUNDED]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","`QIP-REDUCTION` <- `1.000`","PPS-2011-BLEND-PPS-RATE * QIP-REDUCTION","((H-PPS-FINAL-PAY-AMT + (B-PAYER-ONLY-VC-Q8 / B-CLAIM-NUM-DIALYSIS-SESSIONS.).)     *  BUN-CBSA-BLEND-PCT) * (1.000)","=((H-PPS-FINAL-PAY-AMT + (B-PAYER-ONLY-VC-Q8 / B-CLAIM-NUM-DIALYSIS-SESSIONS.).)     *  BUN-CBSA-BLEND-PCT) * (1.000)","PODZIEL [((H-PPS FINAL PAY Kwota + (B-PAYER ONLY VC Q8] PRZEZ [B-CLAIM Numer DIALYSIS SESSIONS.).)     *  BUN CBSA BLEND PCT) * (1.000)] -> ZAPISZ DO WYNIKU [PPS 2011 BLEND PPS Stawka     ROUNDED]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","`QIP-REDUCTION` <- `1.000`","PPS-2011-FULL-PPS-RATE * QIP-REDUCTION","PPS-2011-FULL-PPS-RATE * (1.000)","=PPS-2011-FULL-PPS-RATE * (1.000)","POMNÓŻ [PPS 2011 FULL PPS Stawka] PRZEZ [(1.000)] -> ZAPISZ DO WYNIKU [PPS 2011 FULL PPS Stawka      ROUNDED]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","`QIP-REDUCTION` <- `1.000`","PPS-2011-BLEND-OUTLIER-RATE * QIP-REDUCTION","((H-OUT-PAYMENT / B-CLAIM-NUM-DIALYSIS-SESSIONS)           *  BUN-CBSA-BLEND-PCT) * (1.000)","=((H-OUT-PAYMENT / B-CLAIM-NUM-DIALYSIS-SESSIONS)           *  BUN-CBSA-BLEND-PCT) * (1.000)","PODZIEL [((H-OUT PAYMENT] PRZEZ [B-CLAIM Numer DIALYSIS SESSIONS)           *  BUN CBSA BLEND PCT) * (1.000)] -> ZAPISZ DO WYNIKU [PPS 2011 BLEND OUTLIER Stawka ROUNDED]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","`PPS-2011-FULL-OUTLIER-RATE` <- `H-OUT-PAYMENT [in BILLCPY]`<br>`QIP-REDUCTION` <- `1.000`","PPS-2011-FULL-OUTLIER-RATE * QIP-REDUCTION","((H-OUT-PAYMENT / B-CLAIM-NUM-DIALYSIS-SESSIONS)) * (1.000)","=((H-OUT-PAYMENT / B-CLAIM-NUM-DIALYSIS-SESSIONS)) * (1.000)","PODZIEL [((H-OUT PAYMENT] PRZEZ [B-CLAIM Numer DIALYSIS SESSIONS)) * (1.000)] -> ZAPISZ DO WYNIKU [PPS 2011 FULL OUTLIER Stawka  ROUNDED]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","DRUG-ADDON","DRUG-ADDON","=DRUG-ADDON","PRZYPISZ / USTAW WARTOŚĆ [DRUG ADDON] DO POLA [DRUG ADD ON RETURN]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","0.0","0.0","=0.0","PRZYPISZ / USTAW WARTOŚĆ [0.0] DO POLA [MSA WAGE ADJ]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","H-WAGE-ADJ-PYMT-AMT","H-WAGE-ADJ-PYMT-AMT","=H-WAGE-ADJ-PYMT-AMT","PRZYPISZ / USTAW WARTOŚĆ [H-WAGE ADJ PYMT Kwota] DO POLA [CBSA WAGE ADJ]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","BASE-PAYMENT-RATE","BASE-PAYMENT-RATE","=BASE-PAYMENT-RATE","PRZYPISZ / USTAW WARTOŚĆ [BASE PAYMENT Stawka] DO POLA [CBSA WAGE PMT Stawka]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","`H-PATIENT-AGE` <- `(B-THRU-CCYY [in BILLCPY], B-DOB-CCYY [in BILLCPY])`","H-PATIENT-AGE","(B-THRU-CCYY - B-DOB-CCYY)","=(B-THRU-CCYY - B-DOB-CCYY)","PRZYPISZ / USTAW WARTOŚĆ [(B-THRU CCYY - B-DOB CCYY)] DO POLA [AGE RETURN]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","0.0","0.0","=0.0","PRZYPISZ / USTAW WARTOŚĆ [0.0] DO POLA [MSA WAGE Kwota]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","COM-CBSA-W-INDEX","COM-CBSA-W-INDEX","=COM-CBSA-W-INDEX","PRZYPISZ / USTAW WARTOŚĆ [COM CBSA W INDEX] DO POLA [CBSA WAGE INDEX]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","H-BMI","H-BMI","=H-BMI","PRZYPISZ / USTAW WARTOŚĆ [H-BMI] DO POLA [PPS BMI]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","H-BSA","H-BSA","=H-BSA","PRZYPISZ / USTAW WARTOŚĆ [H-BSA] DO POLA [PPS BSA]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","MSA-BLEND-PCT","MSA-BLEND-PCT","=MSA-BLEND-PCT","PRZYPISZ / USTAW WARTOŚĆ [MSA BLEND PCT] DO POLA [MSA PCT]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","CBSA-BLEND-PCT","CBSA-BLEND-PCT","=CBSA-BLEND-PCT","PRZYPISZ / USTAW WARTOŚĆ [CBSA BLEND PCT] DO POLA [CBSA PCT]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","COM-CBSA-BLEND-PCT","COM-CBSA-BLEND-PCT","=COM-CBSA-BLEND-PCT","PRZYPISZ / USTAW WARTOŚĆ [COM CBSA BLEND PCT] DO POLA [COM CBSA PCT BLEND]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","BUN-CBSA-BLEND-PCT","BUN-CBSA-BLEND-PCT","=BUN-CBSA-BLEND-PCT","PRZYPISZ / USTAW WARTOŚĆ [BUN CBSA BLEND PCT] DO POLA [BUN CBSA PCT BLEND]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","WAIVE-CBSA-BLEND-PCT","WAIVE-CBSA-BLEND-PCT","=WAIVE-CBSA-BLEND-PCT","PRZYPISZ / USTAW WARTOŚĆ [WAIVE CBSA BLEND PCT] DO POLA [BUN CBSA PCT BLEND]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","H-BUN-BSA","((.007184 * (B-PATIENT-HGT ** .725) * (B-PATIENT-WGT ** .425)))","=((.007184 * (B-PATIENT-HGT ^ .725) * (B-PATIENT-WGT ^ .425)))","PRZYPISZ / USTAW WARTOŚĆ [((.007184 * (B-PATIENT HGT ** .725) * (B-PATIENT WGT ** .425)))] DO POLA [BUN BSA]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","","H-BUN-BMI","((B-PATIENT-WGT / (B-PATIENT-HGT ** 2)) * 10000.)","=((B-PATIENT-WGT / (B-PATIENT-HGT ^ 2)) * 10000.)","PRZYPISZ / USTAW WARTOŚĆ [((B-PATIENT WGT / (B-PATIENT HGT ** 2)) * 10000.)] DO POLA [BUN BMI]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","`H-BUN-ONSET-FACTOR` <- `1`","H-BUN-ONSET-FACTOR","(1)","=(1)","PRZYPISZ / USTAW WARTOŚĆ [(1)] DO POLA [BUN ONSET FACTOR]"
"Process ESDRV212","Financial & Loan Calculation Engine","ESCAL200","`H-BUN-COMORBID-MULTIPLIER` <- `1.000`","H-BUN-COMORBID-MULTIPLIER","(1.000)","=(1.000)","PRZYPISZ / USTAW WARTOŚĆ [(1.000)] DO POLA [BUN COMORBID MULTIPLIER]"
